# --------------------------
# TS:0123456789
# Side:A Sector:3 Area:Barrel
# --------------------------
ToA,coarse_time,fine_time,Local_Tube_Number,Tube_Number,Tube_Layer,ChamberId,Chamber_iEta,Station_Type,tube_z,tube_rho,drift_time,event,muonFixedId,csm,mezz,channel,t0,TOF
42742,1335,22,3,33,0,1,2,0,1340,4770,33.65753173828125,8,5258242,1,0,0,542.5,16.529972076416016
42743,1335,23,3,59,1,3,2,1,1940,6939,26.93359375,8,38812802,3,0,13,542.5,24.03517723083496
42753,1336,1,12,84,4,5,2,2,2690,9699,25.20556640625,8,72367755,5,3,15,542.5,33.5756950378418
42770,1336,18,30,230,2,5,4,2,7096,9326,432.97186279296875,94,73415965,5,6,4,542.5,39.090614318847656
42793,1337,9,41,241,5,5,4,2,7426,9725,449.21392822265625,94,73416488,5,11,1,542.5,40.81733322143555
42807,1337,23,40,240,5,5,4,2,7396,9725,460.212158203125,94,73416487,5,9,2,542.5,40.75661087036133
42809,1337,25,31,231,2,5,4,2,7126,9326,463.3798828125,94,73415966,5,6,2,542.5,39.15135955810547
42813,1337,29,9,81,2,5,2,2,2585,9326,73.37335205078125,8,72367368,5,2,1,542.5,32.28288650512695
42834,1338,18,4,34,3,1,2,0,1355,4848,105.26837158203125,8,5258627,1,0,23,542.5,16.794126510620117
42845,1338,29,1,169,0,3,4,1,5265,6913,501.6695556640625,94,39861248,3,0,17,542.5,28.986722946166992
42846,1338,30,8,104,3,1,4,0,3675,4848,511.14215087890625,94,6307207,1,2,20,542.5,20.295352935791016
42876,1339,28,6,36,5,1,2,0,1430,5075,137.2872314453125,8,5258885,1,1,11,542.5,17.587770462036133
42881,1340,1,4,60,2,3,2,1,1955,6965,134.64898681640625,8,38812931,3,0,7,542.5,24.13223648071289
42916,1341,4,12,84,3,5,2,2,2675,9673,152.64630126953125,8,72367627,5,3,23,542.5,33.47870635986328
42961,1342,17,6,36,7,1,2,0,1430,5127,203.5263671875,8,5259141,1,1,23,542.5,17.754854202270508
43028,1344,20,7,63,4,3,2,1,2060,7338,248.199951171875,8,38813318,3,1,12,542.5,25.4250545501709
43043,1345,3,4,34,1,1,2,0,1355,4796,268.7166748046875,8,5258371,1,0,11,542.5,16.62706756591797
43054,1345,14,3,59,0,3,2,1,1925,6913,269.99932861328125,8,38812674,3,0,21,542.5,23.938142776489258
43059,1345,19,13,85,5,5,2,2,2705,9725,264.1710205078125,8,72367884,5,3,6,542.5,33.672698974609375
43111,1347,7,9,81,0,5,2,2,2585,9274,306.35302734375,8,72367112,5,2,17,542.5,32.11569595336914
43254,1351,22,8,80,1,5,2,2,2570,9300,418.0015869140625,8,72367239,5,0,8,542.5,32.18590545654297
43362,1355,2,7,63,5,3,2,1,2045,7364,509.06732177734375,8,38813446,3,1,4,542.5,25.495149612426758
43364,1355,4,20,20,2,3,1,1,735,6965,12.76141357421875,151,38288659,2,4,7,542.5,23.36356544494629
43365,1355,5,16,16,6,1,1,0,795,5101,19.6854248046875,151,4734735,0,5,16,542.5,17.22084617614746
43371,1355,11,19,19,1,3,1,1,720,6939,18.32171630859375,151,38288530,2,4,13,542.5,23.272056579589844
43383,1355,23,35,35,5,3,1,1,1186,7364,26.086669921875,151,38289186,2,9,5,542.5,24.882068634033203
43386,1355,26,14,14,2,1,1,0,750,4822,37.03125,151,4734221,0,4,14,542.5,16.281227111816406
43397,1356,5,49,49,4,5,1,2,1621,9699,29.10302734375,151,71843504,4,13,9,542.5,32.8032341003418
43411,1356,19,32,32,1,3,1,1,1111,6939,49.4013671875,151,38288543,2,6,8,542.5,23.442407608032227
43416,1356,24,31,31,2,3,1,1,1066,6965,53.2451171875,151,38288670,2,6,2,542.5,23.504878997802734
43448,1357,24,7,37,6,1,2,0,1445,5101,584.0651245117188,8,5259014,1,3,13,542.5,17.684885025024414
43457,1358,1,31,31,1,3,1,1,1081,6939,85.3544921875,151,38288542,2,6,10,542.5,23.426776885986328
43487,1358,31,47,47,2,5,1,2,1546,9326,100.68408203125,151,71843118,4,10,2,542.5,31.534639358520508
43502,1359,14,47,47,0,5,1,2,1546,9274,112.57403564453125,151,71842862,4,10,18,542.5,31.363462448120117
43530,1360,10,19,19,0,3,1,1,705,6913,142.63189697265625,151,38288402,2,4,21,542.5,23.180618286132812
43549,1360,29,47,47,1,5,1,2,1561,9300,149.198974609375,151,71842990,4,10,10,542.5,31.457304000854492
43629,1363,13,32,32,0,3,1,1,1096,6913,219.80743408203125,151,38288415,2,6,16,542.5,23.34884262084961
43649,1364,1,50,50,5,5,1,2,1636,9725,225.8841552734375,151,71843633,4,13,3,542.5,32.897090911865234
43681,1365,1,14,14,1,1,1,0,735,4796,267.59344482421875,151,4734093,0,4,8,542.5,16.187833786010742
43697,1365,17,34,34,4,3,1,1,1171,7338,271.4927978515625,151,38289057,2,9,11,542.5,24.788467407226562
43709,1365,29,16,16,4,1,1,0,795,5048,288.6068115234375,151,4734479,0,5,4,542.5,17.04941177368164
43715,1366,3,15,15,5,1,1,0,780,5075,293.21630859375,151,4734606,0,5,8,542.5,17.127437591552734
43740,1366,28,14,14,0,1,1,0,750,4770,313.76519775390625,151,4733965,0,4,2,542.5,16.109785079956055
43797,1368,21,35,35,3,3,1,1,1186,7312,349.69549560546875,151,38288930,2,9,21,542.5,24.710763931274414
43885,1371,13,49,49,3,5,1,2,1606,9673,410.44683837890625,151,71843376,4,13,17,542.5,32.70941925048828
43890,1371,18,16,16,7,1,1,0,810,5127,429.7481689453125,151,4734863,0,5,22,542.5,17.314329147338867
43946,1373,10,15,15,3,1,1,0,765,4848,474.43780517578125,151,4734350,0,4,18,542.5,16.37470054626465
43968,1374,0,23,185,5,1,6,0,6160,5075,6.37518310546875,77,7356054,1,7,9,542.5,26.624813079833984
43990,1374,22,25,187,7,1,6,0,6220,5127,23.2977294921875,77,7356312,1,9,19,542.5,26.889799118041992
43994,1374,26,33,33,2,3,1,1,1126,6965,504.7764892578125,151,38288672,2,8,1,542.5,23.536026000976562
43999,1374,31,40,288,5,3,6,1,8876,7364,18.7464599609375,77,40910631,3,9,2,542.5,38.4722900390625
44003,1375,3,38,286,3,3,6,1,8816,7312,22.136474609375,77,40910373,3,9,16,542.5,38.20728302001953
44025,1375,25,23,271,1,3,6,1,8380,6939,41.23651123046875,77,40909974,3,4,10,542.5,36.29475021362305
44029,1375,29,18,362,1,5,6,2,11110,9300,32.3245849609375,77,74464401,5,4,11,542.5,48.331634521484375
44049,1376,17,13,175,2,1,6,0,5860,4822,70.96429443359375,77,7355660,1,4,16,542.5,25.316959381103516
44059,1376,27,33,377,4,5,6,2,11561,9699,53.75531005859375,77,74464928,5,9,9,542.5,50.33842849731445
44103,1378,7,11,173,0,1,6,0,5800,4770,113.416748046875,77,7355402,1,2,1,542.5,25.051977157592773
44114,1378,18,12,174,1,1,6,0,5815,4796,121.91668701171875,77,7355531,1,2,9,542.5,25.14580535888672
44190,1380,30,14,176,3,1,6,0,5875,4848,181.0267333984375,77,7355789,1,4,20,542.5,25.410797119140625
44204,1381,12,22,154,3,1,5,0,5195,4848,18.6689453125,111,6831509,0,6,23,542.5,23.706079483032227
44221,1381,29,36,244,0,3,5,1,7536,6913,21.54278564453125,111,40385571,2,8,23,542.5,34.11344528198242
44227,1382,3,71,343,4,5,5,2,10522,9699,12.6075439453125,111,73940678,4,17,12,542.5,47.736175537109375
44236,1382,12,46,46,1,5,1,2,1531,9300,685.9341430664062,151,71842989,4,10,12,542.5,31.440868377685547
44238,1382,14,33,377,3,5,6,2,11546,9673,193.69317626953125,77,74464800,5,9,17,542.5,50.244300842285156
44244,1382,20,22,270,0,3,6,1,8335,6913,212.5013427734375,77,40909845,3,4,20,542.5,36.12367630004883
44249,1382,25,22,184,4,1,6,0,6115,5048,226.07757568359375,77,7355925,1,7,4,542.5,26.453670501708984
44254,1382,30,10,258,4,3,6,1,7990,7338,45.24932861328125,111,40910473,3,3,11,542.5,36.18815612792969
44266,1383,10,35,379,5,5,6,2,11606,9725,215.30316162109375,77,74465058,5,9,5,542.5,50.50933074951172
44274,1383,18,2,164,5,1,6,0,5530,5075,72.02581787109375,111,7356033,1,1,6,542.5,25.03668975830078
44275,1383,19,24,272,2,3,6,1,8395,6965,236.455078125,77,40910103,3,4,0,542.5,36.3886833190918
44280,1383,24,23,155,2,1,5,0,5240,4822,77.99267578125,111,6831382,0,6,13,542.5,23.757328033447266
44290,1384,2,13,175,3,1,6,0,5845,4848,259.2288818359375,77,7355788,1,4,22,542.5,25.333606719970703
44297,1384,9,19,363,2,5,6,2,11125,9326,241.60552978515625,77,74464530,5,4,5,542.5,48.42574691772461
44297,1384,9,38,246,2,3,5,1,7596,6965,80.65283203125,111,40385829,2,8,4,542.5,34.3784065246582
44308,1384,20,38,286,4,3,6,1,8831,7338,260.32373046875,77,40910501,3,9,8,542.5,38.301246643066406
44312,1384,24,57,329,1,5,5,2,10101,9300,80.94732666015625,111,73940152,4,14,9,542.5,45.80269241333008
44314,1384,26,17,361,0,5,6,2,11065,9274,255.15179443359375,77,74464272,5,4,17,542.5,48.16071701049805
44317,1384,29,25,187,6,1,6,0,6205,5101,278.86029052734375,77,7356184,1,9,13,542.5,26.795984268188477
44322,1385,2,58,330,2,5,5,2,10116,9326,88.6641845703125,111,73940281,4,14,3,542.5,45.89832305908203
44324,1385,4,23,155,1,1,5,0,5225,4796,112.4632568359375,111,6831254,0,6,7,542.5,23.661733627319336
44325,1385,5,10,40,2,1,2,0,1550,4822,20.00787353515625,102,5258505,1,2,17,542.5,16.89836311340332
44329,1385,9,4,166,7,1,6,0,5590,5127,114.7296142578125,111,7356291,1,1,22,542.5,25.301647186279297
44330,1385,10,52,164,3,3,3,1,5096,7312,11.080322265625,63,39337523,2,13,23,542.5,29.732168197631836
44333,1385,13,43,155,1,3,3,1,4841,6939,14.931884765625,63,39337130,2,10,13,542.5,28.224376678466797
44340,1385,20,3,165,6,1,6,0,5545,5101,123.49273681640625,111,7356162,1,1,14,542.5,25.132278442382812
44342,1385,22,13,43,4,1,2,0,1625,5048,32.49462890625,102,5258764,1,5,1,542.5,17.692852020263672
44346,1385,26,21,153,0,1,5,0,5180,4770,129.82012939453125,111,6831124,0,6,0,542.5,23.492382049560547
44358,1386,6,44,156,2,3,3,1,4856,6965,34.36328125,63,39337259,2,10,7,542.5,28.32419776916504
44363,1386,11,52,164,4,3,3,1,5111,7338,36.76177978515625,63,39337651,2,13,15,542.5,29.831993103027344
44372,1386,20,24,186,6,1,6,0,6175,5101,321.90631103515625,77,7356183,1,7,17,542.5,26.718664169311523
44380,1386,28,29,101,4,5,2,2,3200,9699,45.80450439453125,102,72367772,5,7,14,542.5,34.070472717285156
44381,1386,29,14,70,2,3,2,1,2255,6965,56.23419189453125,102,38812941,3,2,4,542.5,24.422035217285156
44382,1386,30,13,69,1,3,2,1,2240,6939,57.1134033203125,102,38812812,3,2,14,542.5,24.32406997680664
44384,1387,0,10,258,3,3,6,1,7975,7312,146.90740966796875,111,40910345,3,3,19,542.5,36.09258270263672
44388,1387,4,30,102,5,5,2,2,3216,9725,51.9564208984375,102,72367901,5,7,0,542.5,34.1685676574707
44389,1387,5,3,99,4,1,4,0,3525,5048,66.36602783203125,63,6307330,1,1,2,542.5,20.54020881652832
44395,1387,11,43,155,0,3,3,1,4826,6913,63.46917724609375,63,39337002,2,10,21,542.5,28.124557495117188
44402,1387,18,25,157,3,1,5,0,5285,4848,173.13580322265625,111,6831512,0,8,22,542.5,23.92669105529785
44406,1387,22,9,209,2,5,4,2,6465,9326,62.333740234375,63,73415944,5,2,1,542.5,37.853729248046875
44422,1388,6,1,163,4,1,6,0,5485,5048,187.8201904296875,111,7355904,1,1,1,542.5,24.867332458496094
44423,1388,7,53,165,5,3,3,1,5126,7364,83.53692626953125,63,39337780,2,13,6,542.5,29.931819915771484
44425,1388,9,22,154,1,1,5,0,5195,4796,191.4432373046875,111,6831253,0,6,11,542.5,23.58802604675293
44434,1388,18,11,41,3,1,2,0,1565,4848,105.066162109375,102,5258634,1,2,21,542.5,16.996307373046875
44437,1388,21,36,244,1,3,5,1,7551,6939,190.19720458984375,111,40385699,2,8,15,542.5,34.209022521972656
44444,1388,28,18,218,5,5,4,2,6735,9725,90.41357421875,63,73416465,5,5,3,542.5,39.461402893066406
44452,1389,4,18,74,3,3,2,1,2375,7312,110.47821044921875,102,38813201,3,5,19,542.5,25.64679718017578
44453,1389,5,39,287,4,3,6,1,8861,7338,373.52789306640625,77,40910502,3,9,12,542.5,38.378353118896484
44462,1389,14,56,328,0,5,5,2,10056,9274,198.30413818359375,111,73940023,4,12,16,542.5,45.633384704589844
44463,1389,15,72,344,5,5,5,2,10537,9725,196.88690185546875,111,73940807,4,17,2,542.5,47.831825256347656
44463,1389,15,23,185,4,1,6,0,6145,5048,393.187744140625,77,7355926,1,7,3,542.5,26.531005859375
44467,1389,19,8,208,1,5,4,2,6450,9300,110.08984375,63,73415815,5,0,8,542.5,37.75388717651367
44472,1389,24,25,97,2,5,2,2,3065,9326,119.00244140625,102,72367384,5,6,1,542.5,32.74753189086914
44475,1389,27,3,99,5,1,4,0,3540,5075,133.4537353515625,63,6307458,1,1,8,542.5,20.640026092529297
44480,1390,0,25,273,2,3,6,1,8425,6965,396.5341796875,77,40910104,3,6,1,542.5,36.46584701538086
44493,1390,13,18,362,0,5,6,2,11095,9274,394.918701171875,77,74464273,5,4,19,542.5,48.23754119873047
44526,1391,14,17,217,4,5,4,2,6720,9699,154.575927734375,63,73416336,5,5,9,542.5,39.36155319213867
44533,1391,21,20,364,2,5,6,2,11155,9326,425.9036865234375,77,74464531,5,4,7,542.5,48.502567291259766
44535,1391,23,32,376,3,5,6,2,11516,9673,425.80120849609375,77,74464799,5,7,18,542.5,50.167545318603516
44535,1391,23,23,271,0,3,6,1,8365,6913,439.76788330078125,77,40909846,3,4,18,542.5,36.20084762573242
44541,1391,29,13,43,7,1,2,0,1640,5127,187.70025634765625,102,5259148,1,5,19,542.5,17.95599937438965
44543,1391,31,12,260,5,3,6,1,8035,7364,270.8612060546875,111,40910603,3,3,7,542.5,36.3575439453125
44549,1392,5,8,208,0,5,4,2,6435,9274,174.252197265625,63,73415687,5,0,16,542.5,37.65404510498047
44555,1392,11,15,177,3,1,6,0,5905,4848,466.1055908203125,77,7355790,1,4,18,542.5,25.48814582824707
44558,1392,14,10,40,1,1,2,0,1535,4796,202.1370849609375,102,5258377,1,2,11,542.5,16.800445556640625
44580,1393,4,34,378,5,5,6,2,11576,9725,460.69244384765625,77,74465057,5,9,3,542.5,50.43258285522461
44591,1393,15,13,43,5,1,2,0,1640,5075,226.92791748046875,102,5258892,1,5,7,542.5,17.79080581665039
44592,1393,16,71,343,3,5,5,2,10507,9673,297.85943603515625,111,73940550,4,17,20,542.5,47.64054870605469
44596,1393,20,29,101,3,5,2,2,3185,9673,214.652587890625,102,72367644,5,7,22,542.5,33.97238540649414
44605,1393,29,4,100,6,1,4,0,3555,5101,234.9163818359375,63,6307587,1,1,16,542.5,20.739849090576172
44631,1394,23,13,69,0,3,2,1,2225,6913,251.74261474609375,102,38812684,3,2,22,542.5,24.22612190246582
44632,1394,24,22,154,2,1,5,0,5210,4822,353.0662841796875,111,6831381,0,6,17,542.5,23.683704376220703
44636,1394,28,17,217,3,5,4,2,6705,9673,240.61328125,63,73416208,5,5,17,542.5,39.2617073059082
44683,1396,11,70,342,3,5,5,2,10477,9673,369.02685546875,111,73940549,4,17,16,542.5,47.566890716552734
44715,1397,11,11,259,5,3,6,1,8005,7364,405.30999755859375,111,40910602,3,3,5,542.5,36.28375244140625
44723,1397,19,23,23,5,3,1,1,825,7364,323.12432861328125,63,38289174,2,5,4,542.5,24.719404220581055
44742,1398,6,10,172,0,1,6,0,5770,4770,612.7128295898438,77,7355401,1,2,5,542.5,24.97468376159668
44745,1398,9,13,175,1,1,6,0,5845,4796,614.80810546875,77,7355532,1,4,10,542.5,25.22317123413086
44793,1399,25,18,74,4,3,2,1,2390,7338,376.78643798828125,102,38813329,3,5,11,542.5,25.744802474975586
44795,1399,27,4,100,7,1,4,0,3570,5127,383.25408935546875,63,6307715,1,1,22,542.5,20.83967399597168
44811,1400,11,24,96,1,5,2,2,3050,9300,383.94427490234375,102,72367255,5,4,8,542.5,32.649471282958984
44830,1400,30,2,164,4,1,6,0,5515,5048,506.496337890625,111,7355905,1,1,0,542.5,24.94113540649414
44837,1401,5,18,74,5,3,2,1,2375,7364,411.0943603515625,102,38813457,3,5,3,542.5,25.8118896484375
44855,1401,23,37,245,1,3,5,1,7581,6939,516.6859130859375,111,40385700,2,8,14,542.5,34.282859802246094
44858,1401,26,24,156,3,1,5,0,5255,4848,529.4595336914062,111,6831511,0,6,19,542.5,23.85296058654785
44859,1401,27,25,97,0,5,2,2,3065,9274,421.51104736328125,102,72367128,5,6,17,542.5,32.58272933959961
44877,1402,13,57,329,0,5,5,2,10086,9274,522.4491577148438,111,73940024,4,14,17,542.5,45.70708465576172
44992,1406,0,9,257,3,3,6,1,7945,7312,621.981201171875,111,40910344,3,3,17,542.5,36.018802642822266
45044,1407,20,22,154,0,1,5,0,5210,4770,675.058837890625,111,6831125,0,6,5,542.5,23.566177368164062
45056,1408,0,5,101,7,1,4,0,3600,5127,587.1029052734375,63,6307716,1,1,21,542.5,20.897085189819336
45068,1408,12,4,166,6,1,6,0,5575,5101,692.1688842773438,111,7356163,1,1,16,542.5,25.20610237121582
45085,1408,29,13,43,6,1,2,0,1625,5101,612.7981567382812,102,5259020,1,5,13,542.5,17.858110427856445
45091,1409,3,12,42,5,1,2,0,1610,5075,617.58349609375,102,5258891,1,3,11,542.5,17.76024627685547
45110,1409,22,10,40,0,1,2,0,1550,4770,633.4542236328125,102,5258249,1,2,5,542.5,16.733245849609375
45114,1409,26,5,101,5,1,4,0,3600,5075,632.5571899414062,102,6307460,1,1,9,542.5,20.755313873291016
45125,1410,5,9,39,0,1,2,0,1520,4770,645.2036743164062,102,5258248,1,2,0,542.5,16.70255470275879
46388,1449,20,36,132,2,1,4,0,4531,4822,1.55096435546875,78,6307107,1,10,15,542.5,22.074031829833984
46442,1451,10,4,212,0,3,5,1,6575,6913,33.98760986328125,78,40385539,2,0,23,542.5,31.82486343383789
46450,1451,18,35,307,5,5,5,2,9426,9725,26.8846435546875,78,73940770,4,9,5,542.5,45.177825927734375
46461,1451,29,19,227,5,3,5,1,7025,7364,46.70538330078125,78,40386322,2,5,5,542.5,33.95084762573242
46464,1452,0,7,139,4,1,5,0,4745,5048,59.88775634765625,78,6831622,0,3,1,542.5,23.112258911132812
46473,1452,9,9,141,7,1,5,0,4820,5127,66.55780029296875,78,6832008,0,3,20,542.5,23.473461151123047
46474,1452,10,20,292,1,5,5,2,8990,9300,47.663818359375,78,73940115,4,4,15,542.5,43.14868927001953
46487,1452,23,17,225,3,3,5,1,6965,7312,67.28173828125,78,40386064,2,5,17,542.5,33.686988830566406
46499,1453,3,9,141,6,1,5,0,4805,5101,86.9677734375,78,6831880,0,3,14,542.5,23.375946044921875
46507,1453,11,33,305,3,5,5,2,9366,9673,71.67999267578125,78,73940512,4,9,17,542.5,44.91377639770508
46519,1453,23,5,167,2,1,6,0,5620,4822,26.265380859375,24,7355652,1,0,13,542.5,24.703346252441406
46523,1453,27,18,362,4,5,6,2,11110,9699,4.8970947265625,24,74464913,5,5,11,542.5,49.19664001464844
46524,1453,28,3,165,0,1,6,0,5560,4770,30.43670654296875,24,7355394,1,0,0,542.5,24.438282012939453
46526,1453,30,1,133,3,1,5,0,4565,4848,109.22314453125,78,6831488,0,0,22,542.5,22.214378356933594
46547,1454,19,11,259,0,3,6,1,8005,6913,37.56134033203125,24,40909834,3,2,21,542.5,35.28242874145508
46560,1455,0,13,261,2,3,6,1,8065,6965,47.4525146484375,24,40910092,3,2,6,542.5,35.5474967956543
46562,1455,2,28,124,4,1,4,0,4275,5048,137.49273681640625,78,6307355,1,9,4,542.5,22.069766998291016
46569,1455,9,4,212,1,3,5,1,6590,6939,133.1090087890625,78,40385667,2,0,15,542.5,31.922264099121094
46572,1455,12,26,274,3,3,6,1,8455,7312,55.08514404296875,24,40910361,3,7,19,542.5,37.28982925415039
46580,1455,20,21,293,2,5,5,2,9005,9326,130.37908935546875,78,73940244,4,4,6,542.5,43.24589157104492
46592,1456,0,16,178,6,1,6,0,5935,5101,81.894287109375,24,7356175,1,5,16,542.5,26.105703353881836
46594,1456,2,36,132,1,1,4,0,4516,4796,162.58599853515625,78,6306979,1,10,9,542.5,21.97650909423828
46604,1456,12,28,276,5,3,6,1,8515,7364,79.82012939453125,24,40910619,3,7,7,542.5,37.55489730834961
46605,1456,13,14,176,4,1,6,0,5875,5048,92.31561279296875,24,7355917,1,5,0,542.5,25.84063720703125
46632,1457,8,3,347,0,5,6,2,10645,9274,92.1556396484375,24,74464258,5,0,21,542.5,47.09436798095703
46647,1457,23,34,130,0,1,4,0,4471,4770,204.15838623046875,78,6306849,1,10,5,542.5,21.810382843017578
46648,1457,24,3,347,1,5,6,2,10660,9300,104.56085205078125,24,74464386,5,0,13,542.5,47.189144134521484
46653,1457,29,15,177,5,1,6,0,5920,5075,129.64508056640625,24,7356046,1,5,8,542.5,26.01118278503418
46659,1458,3,6,214,2,3,5,1,6635,6965,203.25506591796875,78,40385797,2,0,4,542.5,32.08870315551758
46664,1458,8,17,179,7,1,6,0,5980,5127,137.9737548828125,24,7356304,1,5,21,542.5,26.2762451171875
46689,1459,1,5,349,2,5,6,2,10705,9326,136.42181396484375,24,74464516,5,0,6,542.5,47.35943603515625
46690,1459,2,27,123,4,1,4,0,4245,5048,237.557373046875,78,6307354,1,9,2,542.5,22.005151748657227
46704,1459,16,56,200,2,5,3,2,6176,9326,233.18585205078125,78,72891703,4,12,0,542.5,37.31412124633789
46712,1459,24,26,274,4,3,6,1,8470,7338,164.36553955078125,24,40910489,3,7,11,542.5,37.38448715209961
46772,1461,20,11,259,1,3,6,1,8020,6939,213.2479248046875,24,40909962,3,2,13,542.5,35.37706756591797
46775,1461,23,56,200,3,5,3,2,6176,9673,287.6842041015625,78,72891959,4,13,18,542.5,38.284576416015625
46788,1462,4,34,306,4,5,5,2,9411,9699,291.0443115234375,78,73940641,4,9,11,542.5,45.08066940307617
46790,1462,6,7,169,3,1,6,0,5665,4848,237.8135986328125,24,7355782,1,2,22,542.5,24.87391471862793
46791,1462,7,5,167,1,1,6,0,5605,4796,238.85992431640625,24,7355524,1,0,7,542.5,24.608850479125977
46810,1462,26,7,139,5,1,5,0,4760,5075,330.10272216796875,78,6831750,0,3,7,542.5,23.209800720214844
46825,1463,9,18,226,4,3,5,1,7010,7338,331.177734375,78,40386193,2,5,11,542.5,33.85350036621094
46831,1463,15,19,363,5,5,6,2,11125,9725,245.42730712890625,24,74465042,5,5,5,542.5,49.291446685791016
46859,1464,11,19,291,0,5,5,2,8945,9274,348.61187744140625,78,73939986,4,4,21,542.5,42.98188400268555
46873,1464,25,36,36,5,3,1,1,1216,7364,2.633056640625,79,38289187,2,9,7,542.5,24.898195266723633
46874,1464,26,20,292,0,5,5,2,8975,9274,360.260986328125,78,73939987,4,4,23,542.5,43.05149841308594
46895,1465,15,17,225,4,3,5,1,6980,7338,385.93438720703125,78,40386192,2,5,9,542.5,33.78437423706055
46916,1466,4,8,140,5,1,5,0,4790,5075,412.8465576171875,78,6831751,0,3,6,542.5,23.27845573425293
46921,1466,9,18,362,3,5,6,2,11095,9673,315.92938232421875,24,74464785,5,5,19,542.5,49.10185241699219
46933,1466,21,49,49,4,5,1,2,1621,9699,41.60302734375,79,71843504,4,13,9,542.5,32.8032341003418
46935,1466,23,47,47,0,5,1,2,1546,9274,44.60528564453125,79,71842862,4,10,18,542.5,31.363462448120117
46939,1466,27,16,16,3,1,1,0,795,4848,62.703125,79,4734351,0,4,23,542.5,16.390621185302734
46940,1466,28,17,17,7,1,1,0,840,5127,62.54473876953125,79,4734864,0,5,21,542.5,17.330257415771484
46947,1467,3,17,361,3,5,6,2,11065,9673,336.3173828125,24,74464784,5,5,17,542.5,49.02638244628906
46948,1467,4,33,33,1,3,1,1,1141,6939,62.66656494140625,79,38288544,2,8,9,542.5,23.458454132080078
46951,1467,7,33,305,4,5,5,2,9381,9699,418.457763671875,78,73940640,4,9,9,542.5,45.01095962524414
46999,1468,23,17,17,5,1,1,0,840,5075,108.8096923828125,79,4734608,0,5,9,542.5,17.159038543701172
47003,1468,27,6,168,3,1,6,0,5635,4848,404.29583740234375,24,7355781,1,0,19,542.5,24.79788589477539
47003,1468,27,16,16,1,1,1,0,795,4796,112.87432861328125,79,4734095,0,4,11,542.5,16.21940803527832
47003,1468,27,4,166,1,1,6,0,5575,4796,404.5609130859375,24,7355523,1,0,11,542.5,24.532821655273438
47005,1468,29,17,17,4,1,1,0,825,5048,113.5909423828125,79,4734480,0,5,3,542.5,17.065292358398438
47008,1469,0,15,15,0,1,1,0,780,4770,116.87432861328125,79,4733966,0,4,0,542.5,16.125656127929688
47071,1470,31,20,364,5,5,6,2,11155,9725,432.851806640625,24,74465043,5,5,7,542.5,49.366920471191406
